alignment_to_reference 1 fargate 0 27814 93054 65240 49015 16134 85 2 6
sort_sam 2 fargate 119673 154591 156272 1681 1119 452 103 2 6
dedup 3 fargate 185216 218691 221111 2420 1147 1186 79 2 6
add_replace 4 fargate 246090 279876 281486 1610 1038 450 117 2 6
realign_target_creator 5 fargate 306837 347363 468929 121566 37190 84300 68 2 6
indel_realign 6 fargate 495449 533068 583166 50098 40660 9335 97 2 6
haplotype_caller 17 fargate 609390 643563 726662 83099 45707 37266 120 2 6
haplotype_caller 18 fargate 609390 642114 726619 84505 43063 41357 79 2 6
haplotype_caller 15 fargate 609389 642912 727437 84525 38084 46346 88 2 6
haplotype_caller 19 fargate 609390 642076 730761 88685 44193 44395 91 2 6
haplotype_caller 14 fargate 609389 643415 731844 88429 41594 46737 93 2 6
haplotype_caller 11 fargate 609389 645784 731269 85485 44736 40658 84 2 6
haplotype_caller 13 fargate 609389 642938 731682 88744 44469 44160 108 2 6
haplotype_caller 9 fargate 623990 652401 738713 86312 41166 45045 96 2 6
haplotype_caller 25 fargate 623980 649615 738834 89219 40809 48304 100 2 6
haplotype_caller 22 fargate 623973 658362 739261 80899 40979 39801 113 2 6
haplotype_caller 12 fargate 609389 643443 738381 94938 45769 49047 117 2 6
haplotype_caller 10 fargate 609389 643968 737715 93747 44243 49401 98 2 6
haplotype_caller 16 fargate 609390 644241 740639 96398 48791 47521 80 2 6
haplotype_caller 26 fargate 623982 651264 743071 91807 44691 47009 101 2 6
haplotype_caller 23 fargate 623975 658358 741954 83596 40989 42427 174 2 6
haplotype_caller 20 fargate 623950 657545 749969 92424 44592 47716 109 2 6
haplotype_caller 8 fargate 623987 657009 747406 90397 44217 46064 109 2 6
haplotype_caller 21 fargate 623971 657621 750470 92849 41258 51497 89 2 6
haplotype_caller 24 fargate 623977 657465 756465 99000 44474 54418 102 2 6
haplotype_caller 7 fargate 623985 657538 762530 104992 41465 63401 119 2 6
genotype_gvcfs 40 fargate 755533 789106 851220 62114 38278 23675 156 2 6
genotype_gvcfs 35 fargate 755581 788418 855360 66942 41293 25543 101 2 6
genotype_gvcfs 32 fargate 755587 789967 853569 63602 40299 23173 123 2 6
genotype_gvcfs 30 fargate 764176 798705 858374 59669 35822 23753 89 2 6
genotype_gvcfs 38 fargate 754949 792664 858257 65593 41785 23683 121 2 6
genotype_gvcfs 39 fargate 755028 788514 859023 70509 45245 25109 150 2 6
genotype_gvcfs 43 fargate 764258 797712 864300 66588 41625 24845 112 2 6
genotype_gvcfs 36 fargate 755403 789371 862298 72927 42620 30185 117 2 6
genotype_gvcfs 34 fargate 760329 789200 860403 71203 44691 26431 76 2 6
genotype_gvcfs 33 fargate 766119 792881 865635 72754 42005 30622 122 2 6
genotype_gvcfs 46 fargate 764186 796906 868867 71961 44143 27724 90 2 6
genotype_gvcfs 31 fargate 766205 800474 868835 68361 40895 27383 78 2 6
genotype_gvcfs 47 fargate 769614 802391 875038 72647 44361 28205 75 2 6
genotype_gvcfs 41 fargate 774738 803655 873815 70160 40660 29383 111 2 6
genotype_gvcfs 44 fargate 769815 804767 874332 69565 43305 26156 100 2 6
genotype_gvcfs 37 fargate 766209 798305 873185 74880 44746 30030 99 2 6
genotype_gvcfs 29 fargate 774862 808670 877515 68845 39659 29072 107 2 6
genotype_gvcfs 42 fargate 775819 808164 883788 75624 45692 29803 124 2 6
genotype_gvcfs 45 fargate 785355 819168 897009 77841 45446 32262 128 2 6
genotype_gvcfs 28 fargate 791174 825430 900024 74594 41399 32698 492 2 6
combine_variants 48 fargate 925822 953687 1005971 52284 40911 11256 111 2 6
select_variants_indel 51 fargate 1034226 1068643 1133735 65092 44887 20097 102 2 6
select_variants_snp 49 fargate 1034226 1069625 1134957 65332 45699 19524 103 2 6
filtering_indel 52 fargate 1158387 1190998 1240421 49423 43759 5556 104 2 6
filtering_snp 50 fargate 1163685 1198183 1243133 44950 40158 4677 109 2 6
merge_gcvf 27 fargate 791176 824713 2421199 1596486 43709 1552627 145 2 6
