alignment_to_reference 1 fargate 0 34553 88792 54239 43059 11077 97 1 6
sort_sam 2 fargate 114788 147636 150102 2466 1319 660 481 1 6
dedup 3 fargate 175085 208970 211863 2893 1218 1586 83 1 6
add_replace 4 fargate 235527 270151 272194 2043 1245 719 74 1 6
realign_target_creator 5 fargate 301672 334531 569817 235286 47562 187649 70 1 6
indel_realign 6 fargate 596245 628921 685215 56294 46654 9518 118 1 6
haplotype_caller 17 fargate 710283 742775 823624 80849 40393 40343 107 1 6
haplotype_caller 18 fargate 710283 742331 836393 94062 47639 46321 97 1 6
haplotype_caller 13 fargate 710283 744327 835150 90823 43798 46923 97 1 6
haplotype_caller 10 fargate 710282 738215 838796 100581 45568 54910 96 1 6
haplotype_caller 15 fargate 710283 738440 841653 103213 46287 56804 117 1 6
haplotype_caller 16 fargate 710283 744272 843006 98734 43626 55026 76 1 6
haplotype_caller 11 fargate 710283 742335 846299 103964 54929 48931 99 1 6
haplotype_caller 14 fargate 710283 746640 846184 99544 45238 54199 102 1 6
haplotype_caller 25 fargate 723830 756735 848346 91611 39228 52299 80 1 6
haplotype_caller 8 fargate 723842 758631 849807 91176 38785 52291 95 1 6
haplotype_caller 9 fargate 723846 751194 848804 97610 46606 50904 94 1 6
haplotype_caller 12 fargate 710283 744572 849909 105337 47146 58070 116 1 6
haplotype_caller 19 fargate 710283 745256 849302 104046 48449 55488 103 1 6
haplotype_caller 23 fargate 723823 757781 853003 95222 46716 48402 98 1 6
haplotype_caller 21 fargate 723815 757972 855085 97113 44444 52570 93 1 6
haplotype_caller 26 fargate 723833 755317 854034 98717 45548 53073 91 1 6
haplotype_caller 20 fargate 723748 757262 854062 96800 45343 51373 78 1 6
haplotype_caller 22 fargate 723819 756729 859009 102280 54608 47561 105 1 6
haplotype_caller 24 fargate 723826 757973 869169 111196 50312 60790 88 1 6
haplotype_caller 7 fargate 723838 758331 883245 124914 48180 76636 93 1 6
genotype_gvcfs 38 fargate 851227 879190 945777 66587 43894 22591 97 1 6
genotype_gvcfs 31 fargate 867051 897249 968242 70993 40646 30242 100 1 6
genotype_gvcfs 39 fargate 861888 905718 977342 71624 45787 25739 93 1 6
genotype_gvcfs 47 fargate 879907 910527 979665 69138 40646 28379 107 1 6
genotype_gvcfs 30 fargate 874751 907846 979542 71696 44887 26709 94 1 6
genotype_gvcfs 36 fargate 867086 901126 978313 77187 47230 29862 89 1 6
genotype_gvcfs 37 fargate 867412 901927 981860 79933 46110 33735 81 1 6
genotype_gvcfs 35 fargate 872596 911410 987460 76050 47509 28439 97 1 6
genotype_gvcfs 42 fargate 879894 913812 988813 75001 45462 29441 91 1 6
genotype_gvcfs 46 fargate 874557 907949 987552 79603 48784 30717 95 1 6
genotype_gvcfs 40 fargate 878144 911421 990533 79112 48284 30709 95 1 6
genotype_gvcfs 33 fargate 878092 912117 992875 80758 46566 34060 114 1 6
genotype_gvcfs 43 fargate 890749 925027 999770 74743 46263 28395 80 1 6
genotype_gvcfs 41 fargate 887261 920608 1000886 80278 46716 33463 94 1 6
genotype_gvcfs 32 fargate 872578 984870 1062789 77919 48198 29591 123 1 6
genotype_gvcfs 44 fargate 879730 912261 1065818 153557 129816 23649 87 1 6
genotype_gvcfs 45 fargate 895930 985340 1067803 82463 46003 36331 122 1 6
genotype_gvcfs 28 fargate 912273 1004234 1077698 73464 39940 33418 100 1 6
genotype_gvcfs 29 fargate 874690 1032090 1111381 79291 49214 29992 79 1 6
genotype_gvcfs 34 fargate 861893 1025919 1112038 86119 55853 30157 104 1 6
combine_variants 48 fargate 1140096 1168728 1232977 64249 50732 13422 89 1 6
select_variants_snp 49 fargate 1258678 1292863 1364024 71161 48521 22511 124 1 6
select_variants_indel 51 fargate 1258682 1293352 1367093 73741 47849 25766 118 1 6
filtering_indel 52 fargate 1393108 1428512 1486361 57849 46965 10792 86 1 6
filtering_snp 50 fargate 1392997 1427519 1485695 58176 47127 10940 104 1 6
merge_gcvf 27 fargate 912279 946613 2676318 1729705 64052 1665546 101 1 6
